mean/gen/time/total_timesteps,mean/gen/train/clip_range,mean/disc/n_expert,mean/gen/train/loss,mean/disc/disc_entropy,mean/gen/train/explained_variance,mean/gen/train/learning_rate,mean/disc/disc_loss,mean/gen/train/value_loss,mean/gen/time/time_elapsed,mean/disc/disc_acc,mean/disc/disc_proportion_expert_pred,mean/gen/time/iterations,mean/disc/disc_proportion_expert_true,mean/gen/rollout/ep_rew_mean,mean/gen/train/clip_fraction,mean/disc/n_generated,mean/gen/train/n_updates,mean/disc/disc_acc_expert,mean/gen/rollout/ep_len_mean,mean/gen/train/policy_gradient_loss,mean/gen/train/entropy_loss,mean/disc/global_step,mean/gen/train/approx_kl,mean/gen/train/std,mean/gen/time/fps,mean/disc/disc_acc_gen,mean/gen/rollout/ep_rew_wrapped_mean
278528.0,0.2,1024.0,54.87343215942383,0.5525831580162048,0.81111586,0.0004,0.4443941675126553,30.501666026120073,6.0,0.8109130859375,0.37121582031250006,1.0,0.5,-44.801911600000004,0.07310791015625,1024.0,85.0,0.68212890625,300.0,-0.0011876323784235864,-5.2624525934457775,17.0,0.007701086,0.9036969542503357,2487.0,0.939697265625,103.76025600156292
294912.0,0.2,1024.0,0.36251986026763916,0.4961499087512493,0.8888864,0.0004,0.3949713036417961,1.6245573303895071,6.0,0.80035400390625,0.44134521484375,1.0,0.5,-48.12266932000001,0.0900146484375,1024.0,90.0,0.74169921875,298.06,-0.004130211462688748,-5.23632375150919,18.0,0.0074761035,0.8952924013137817,2507.0,0.8590087890625,124.72826630124591
311296.0,0.2,1024.0,0.4910666048526764,0.5486685335636139,0.8968137,0.0004,0.49209653213620186,1.5010944972746074,6.0,0.75079345703125,0.50775146484375,1.0,0.5,-50.65956268,0.126806640625,1024.0,95.0,0.758544921875,292.85,-0.007476143151507131,-5.235245792195201,19.0,0.009628586,0.8971512913703918,2501.0,0.7430419921875,149.73783126090066
327680.0,0.2,1024.0,0.7809706926345825,0.502349354326725,0.9457182,0.0004,0.4274119362235069,1.5961393838049844,6.0,0.8140869140625,0.41748046875,1.0,0.5,-52.635818959999995,0.1078369140625,1024.0,100.0,0.7315673828125,297.78,-0.005079622428456787,-5.2523148618638515,20.0,0.008864358,0.9012719392776489,2516.0,0.8966064453125,134.63476075947386
344064.0,0.2,1024.0,0.5639901757240295,0.41258395090699196,0.79958975,0.0004,0.37403934821486473,1.0738309295265935,6.0,0.822509765625,0.387451171875,1.0,0.5,-53.15938117999999,0.09873046875,1024.0,105.0,0.7099609375,297.57,-0.0034366735049843554,-5.2391561951488255,21.0,0.008215316,0.9009648561477661,2526.0,0.93505859375,126.99799185575874
360448.0,0.2,1024.0,0.3157062530517578,0.43769364058971405,0.65570736,0.0004,0.3498254120349884,2.284569976106286,6.0,0.8485107421875,0.405517578125,1.0,0.5,-53.230346589999996,0.072705078125,1024.0,110.0,0.7540283203125001,294.02,-0.0010293295432347803,-5.247738171368837,22.0,0.0067278985,0.9022499322891235,2534.0,0.9429931640625,88.89123470981936
376832.0,0.2,1024.0,0.6519936323165894,0.3770848363637924,0.93145037,0.0004,0.3349109813570976,1.3570324665633962,6.0,0.85089111328125,0.44293212890625,1.0,0.5,-51.42525504,0.114111328125,1024.0,115.0,0.7938232421875002,294.02,-0.006617830562754534,-5.238191006705165,23.0,0.009000476,0.9012020826339722,2531.0,0.907958984375,59.871842901750554
393216.0,0.2,1024.0,1.5028011798858643,0.40350441634655,0.9204252,0.0004,0.2842477411031723,3.376502298284322,6.0,0.89788818359375,0.43218994140625,1.0,0.5,-49.95353674999999,0.13636474609375,1024.0,120.0,0.8300781250000001,298.72,-0.007646919068065472,-5.230147133767605,24.0,0.011625031,0.892475426197052,2528.0,0.9656982421875,68.30055077642035
409600.0,0.2,1024.0,3.8928351402282715,0.40889615193009377,0.8539381,0.0004,0.4177721403539181,5.365622067265212,6.0,0.79736328125,0.5679931640625,1.0,0.5,-39.62915347,0.13555908203125,1024.0,125.0,0.8653564453125,297.87,-0.007670158894688939,-5.167833233252168,25.0,0.010991944,0.8781542181968689,2501.0,0.7293701171875,92.83183499589937
425984.0,0.2,1024.0,2.534106731414795,0.4639832377433777,0.93332404,0.0004,0.41982227191329,6.268124991469085,6.0,0.77447509765625,0.5831909179687501,1.0,0.5,-33.91956233,0.154296875,1024.0,130.0,0.857666015625,297.87,-0.009279339036220335,-5.103472134098411,26.0,0.011255179,0.8667840361595154,2473.0,0.6912841796875,115.2138775441572
442368.0,0.2,1024.0,2.1533617973327637,0.41233284771442413,0.9537269,0.0004,0.38324982300400734,4.617673099506646,6.0,0.80615234375,0.512939453125,1.0,0.5,-35.1210661,0.177587890625,1024.0,135.0,0.819091796875,300.0,-0.009260971334515488,-5.064593220129609,27.0,0.012994992,0.8586587905883789,2465.0,0.7932128906249999,146.66777091212128
458752.0,0.2,1024.0,1.806679368019104,0.44808005169034004,0.9420333,0.0004,0.5071411058306694,5.410133376717567,6.0,0.77557373046875,0.50860595703125,1.0,0.5,-34.15210169,0.15860595703125,1024.0,140.0,0.7841796875,297.98,-0.008448553468042519,-5.03475099131465,28.0,0.010965449,0.8556289672851562,2457.0,0.7669677734375,156.23754616495205
475136.0,0.2,1024.0,1.8452540636062622,0.5335261523723602,0.9569444,0.0004,0.5303426720201969,6.091529294941575,6.0,0.71160888671875,0.54974365234375,1.0,0.5,-29.803715450000006,0.15390625,1024.0,145.0,0.7613525390625,292.98,-0.008523938733560499,-5.00173921212554,29.0,0.012840471,0.845455527305603,2429.0,0.6618652343750001,148.04132789639732
491520.0,0.2,1024.0,0.6986318826675415,0.4818485155701637,0.90412354,0.0004,0.415707316249609,4.403374226531014,6.0,0.81427001953125,0.41033935546875,1.0,0.5,-26.52788819,0.1315673828125,1024.0,150.0,0.7246093749999999,290.56,-0.0036207106728397775,-4.974578550085425,30.0,0.009230107,0.8397759199142456,2408.0,0.9039306640625,166.97816277494468
507904.0,0.2,1024.0,2.33992862701416,0.46384584531188017,0.81492764,0.0004,0.3635375015437603,3.6794080978259442,6.0,0.8680419921875,0.4088134765625,1.0,0.5,-25.65164848,0.10238037109375,1024.0,155.0,0.77685546875,293.55,-0.004200215897071757,-4.933902483806014,31.0,0.007856093,0.8317358493804932,2394.0,0.9592285156250001,143.68587374213547
524288.0,0.2,1024.0,1.3302003145217896,0.4496813528239727,0.9139306,0.0004,0.38695538043975825,3.274290119251236,6.0,0.80731201171875,0.52532958984375,1.0,0.5,-25.530407099999998,0.15379638671875,1024.0,160.0,0.8326416015625,299.62,-0.006647299211181235,-4.914820357039571,32.0,0.010962927,0.8298981189727783,2384.0,0.781982421875,109.53574894694431
540672.0,0.2,1024.0,10.100214004516602,0.43862510100007057,0.8734015,0.0004,0.34324657171964645,8.805911718588323,6.0,0.8502807617187499,0.50189208984375,1.0,0.5,-24.458243100000004,0.11630859375,1024.0,165.0,0.8521728515625,297.4,-0.005039268752079806,-4.899044725671411,33.0,0.00933542,0.8213402032852173,2398.0,0.848388671875,107.26076122183947
557056.0,0.2,1024.0,3.295044183731079,0.32873206585645676,0.93243235,0.0004,0.25047111324965954,12.26850023418665,6.0,0.89959716796875,0.46405029296875,1.0,0.5,-22.315071309999993,0.167431640625,1024.0,170.0,0.8636474609375,290.4,-0.007105000390583882,-4.864898455888033,34.0,0.011918927,0.8171817064285278,2398.0,0.935546875,146.08782698203612
573440.0,0.2,1024.0,11.17758560180664,0.38386632502079004,0.91721857,0.0004,0.41913747042417526,17.935637102648617,6.0,0.7952880859374999,0.5776367187499999,1.0,0.5,-22.454957840000002,0.17452392578125,1024.0,175.0,0.8729248046875,291.15,-0.011867248290218412,-4.847153918072581,35.0,0.012233033,0.8141964673995972,2404.0,0.7176513671875,179.74381455585987
589824.0,0.2,1024.0,15.329333305358887,0.5028557293117046,0.82880944,0.0004,0.5864377692341806,40.760321624949576,6.0,0.7139892578125,0.58642578125,1.0,0.5,-22.507279530000005,0.15341796875,1024.0,180.0,0.8004150390625001,294.32,-0.006160330965212779,-4.819512522220611,36.0,0.012485403,0.8076019287109375,2431.0,0.6275634765625,209.87626392323887
606208.0,0.2,1024.0,9.997313499450684,0.4928896613419056,0.5595075,0.0004,0.5568880289793015,13.503444184362888,6.0,0.70611572265625,0.44659423828125,1.0,0.5,-23.616869150000007,0.1194091796875,1024.0,185.0,0.6527099609374999,294.33,-0.002067522744255257,-4.797557228431105,37.0,0.008934654,0.8014124035835266,2448.0,0.7595214843750001,244.78370169339163
622592.0,0.2,1024.0,3.4111647605895996,0.5229277685284615,0.85484767,0.0004,0.4912489019334316,13.38502258444205,6.0,0.76318359375,0.4622802734375,1.0,0.5,-24.03855255,0.121240234375,1024.0,190.0,0.7254638671875,282.19,-0.001008948560775025,-4.7586941126734015,38.0,0.009637223,0.7946058511734009,2461.0,0.8009033203125,176.22975980097124
638976.0,0.2,1024.0,3.351823329925537,0.5216640830039978,0.8950037,0.0004,0.6396602839231491,16.243579911068082,6.0,0.67462158203125,0.5864868164062501,1.0,0.5,-25.35387774,0.1666259765625,1024.0,195.0,0.7611083984375,291.71,-0.004971187686169287,-4.724609041959047,39.0,0.012154462,0.790237307548523,2473.0,0.588134765625,120.3722778759986
655360.0,0.2,1024.0,3.860548496246338,0.4664732329547405,0.8831321,0.0004,0.4587308168411255,7.853351417649537,6.0,0.7548828125,0.43994140625,1.0,0.5,-24.82254987,0.1759521484375,1024.0,200.0,0.69482421875,289.47,-0.008537646854892954,-4.690304517745972,40.0,0.012358869,0.781805694103241,2483.0,0.81494140625,171.6532924602494
671744.0,0.2,1024.0,1.5742135047912598,0.39911575615406036,0.90358573,0.0004,0.33112362027168274,5.7635836116969585,6.0,0.85675048828125,0.38751220703125,1.0,0.5,-27.90621458,0.13465576171875,1024.0,205.0,0.7442626953125,292.26,-0.004494752001119195,-4.633344933390617,41.0,0.009976303,0.7708376049995422,2517.0,0.96923828125,167.85137330790312
688128.0,0.2,1024.0,3.1678974628448486,0.4922749437391758,0.8562726,0.0004,0.3974569998681545,9.74010993828997,6.0,0.8431396484375,0.4564208984375,1.0,0.5,-28.864057179999996,0.1376220703125,1024.0,210.0,0.799560546875,290.39,-0.001123324572472484,-4.597846999391914,42.0,0.011913775,0.7647470831871033,2512.0,0.88671875,148.72859788924634
704512.0,0.2,1024.0,32.50714874267578,0.4217988178133965,0.90354747,0.0004,0.41304245218634605,26.62936987336725,6.0,0.8005981445312499,0.51544189453125,1.0,0.5,-24.263715409999996,0.1378173828125,1024.0,215.0,0.8160400390625,295.44,-0.002730233490365208,-4.568713707476855,43.0,0.013270879,0.7599645256996155,2487.0,0.78515625,181.62823648782688
720896.0,0.2,1024.0,1.6940094232559204,0.3757562413811684,0.964529,0.0004,0.30039677023887634,16.04686491191387,6.0,0.87158203125,0.4310302734375,1.0,0.5,-20.373785670000004,0.17581787109375,1024.0,220.0,0.8026123046875,294.12,-0.007308636200104956,-4.533185265213251,44.0,0.013177179,0.7528319954872131,2464.0,0.9405517578125,224.52695971027129
737280.0,0.2,1024.0,5.4264068603515625,0.4545079953968525,0.96862507,0.0004,0.5965864881873131,12.18134934362024,6.0,0.655517578125,0.65966796875,1.0,0.5,-18.44405745,0.18458251953125,1024.0,225.0,0.8151855468749999,289.94,-0.008491640670763445,-4.472735637798905,45.0,0.01422349,0.7395040988922119,2428.0,0.495849609375,237.7487430425378
753664.0,0.2,1024.0,3.104137897491455,0.5194708071649075,0.9341399,0.0004,0.726947456598282,5.512503219954669,6.0,0.61053466796875,0.65399169921875,1.0,0.5,-16.723554250000003,0.19989013671875,1024.0,230.0,0.7645263671875,293.27,-0.01036526980533381,-4.376890184357762,46.0,0.014266027,0.7259734869003296,2396.0,0.45654296875,258.45858007126856
770048.0,0.2,1024.0,1.4800561666488647,0.5309938937425613,0.85637724,0.0004,0.4690232425928116,2.7868749819230287,6.0,0.8065185546875001,0.3800048828125,1.0,0.5,-17.12703818,0.13265380859375,1024.0,235.0,0.6865234375,294.76,-0.0012084392365068197,-4.314821562543512,47.0,0.0094484985,0.7164157032966614,2389.0,0.926513671875,271.1121791974042
786432.0,0.2,1024.0,0.672823429107666,0.5291762202978134,0.8605628,0.0004,0.46354471147060394,2.6857902300544083,6.0,0.7820434570312501,0.45208740234375,1.0,0.5,-17.54307959,0.1393310546875,1024.0,240.0,0.734130859375,297.58,-0.004183609257597709,-4.261709406599403,48.0,0.010602274,0.7055402994155884,2365.0,0.8299560546875,173.68773722899053
802816.0,0.2,1024.0,0.4794657230377197,0.5235318765044212,0.93921727,0.0004,0.5396090298891068,2.7654091690434144,6.0,0.6968994140625,0.550537109375,1.0,0.5,-16.98610878,0.1470703125,1024.0,245.0,0.7474365234375,294.53,-0.002527453284346848,-4.209021349996329,49.0,0.011354614,0.6949532628059387,2386.0,0.6463623046875,134.36141935983431
819200.0,0.2,1024.0,0.23927390575408936,0.5036188624799252,0.88377464,0.0004,0.43240008130669594,1.9467815859243274,6.0,0.80206298828125,0.40460205078125,1.0,0.5,-18.138086629999997,0.1133544921875,1024.0,250.0,0.7066650390625,296.01,-0.0003541628931998275,-4.145223000273108,50.0,0.009035755,0.6865039467811584,2379.0,0.8974609375,144.55123917385063
835584.0,0.2,1024.0,0.4474453330039978,0.45088642090559006,0.8824718,0.0004,0.3916822373867035,1.4106840694556013,6.0,0.82171630859375,0.43572998046874994,1.0,0.5,-18.52745251,0.1299560546875,1024.0,255.0,0.7574462890625,298.14,-0.0018874347948440117,-4.1020659282803535,51.0,0.010344399,0.6805902123451233,2401.0,0.885986328125,146.2043809998014
851968.0,0.2,1024.0,0.3290162980556488,0.5136592537164688,0.88245344,0.0004,0.43561968579888344,1.9440575508633628,6.0,0.8101806640625,0.5067138671875,1.0,0.5,-16.87082619,0.177734375,1024.0,260.0,0.81689453125,292.93,-0.0056555770803242925,-4.06871913857758,52.0,0.013331912,0.6758171319961548,2407.0,0.803466796875,116.5997351499878
868352.0,0.2,1024.0,5.224465370178223,0.4801301248371601,0.7530775,0.0004,0.3976811543107033,7.840221670269966,6.0,0.83587646484375,0.46783447265624994,1.0,0.5,-16.18885144,0.12437744140625,1024.0,265.0,0.8037109375,294.79,-0.00606418310344452,-4.049157440662384,53.0,0.010295583,0.6707124710083008,2421.0,0.8680419921875,99.3373837213292
884736.0,0.2,1024.0,14.127041816711426,0.48623520508408546,0.79349536,0.0004,0.5685628689825535,41.814135774970055,6.0,0.71893310546875,0.52545166015625,1.0,0.5,-17.429418839999997,0.10015869140625,1024.0,270.0,0.744384765625,294.22,-0.004485861629655119,-4.015995299257338,54.0,0.009325739,0.6650026440620422,2430.0,0.6934814453125001,156.41096980665435
901120.0,0.2,1024.0,5.827432632446289,0.5019405707716941,0.92568314,0.0004,0.6294349730014801,16.835696631483735,6.0,0.6630249023437501,0.47113037109375006,1.0,0.5,-18.880761059999998,0.13148193359375,1024.0,275.0,0.6341552734375,292.33,-0.005744410545230494,-3.9659659357741477,55.0,0.011044705,0.6563604474067688,2450.0,0.69189453125,286.030413650176
917504.0,0.2,1024.0,2.9927785396575928,0.49765921384096146,0.64881027,0.0004,0.580363467335701,9.704093684908003,6.0,0.69366455078125,0.38201904296875,1.0,0.5,-20.08535281,0.115283203125,1024.0,280.0,0.57568359375,291.81,0.0035054647851211485,-3.932522332854569,56.0,0.01007566,0.6538237929344177,2485.0,0.8116455078125,291.3875706838308
933888.0,0.2,1024.0,0.7344149351119995,0.5425247102975845,0.787829,0.0004,0.5421097129583359,3.6464007928967477,6.0,0.7034912109375,0.51513671875,1.0,0.5,-21.476350820000004,0.14637451171875,1024.0,285.0,0.7186279296875,293.17,0.0015692297532950762,-3.884469138458371,57.0,0.010216461,0.6476244330406189,2490.0,0.6883544921875,170.54001214406134
950272.0,0.2,1024.0,2.5581817626953125,0.5615142062306404,0.9500886,0.0004,0.5324047096073627,3.8082971532829104,6.0,0.7137451171875,0.5748291015625,1.0,0.5,-21.216663249999996,0.12734375,1024.0,290.0,0.78857421875,295.08,4.297748091630638e-06,-3.8487619288265704,58.0,0.010152528,0.6375467777252197,2466.0,0.638916015625,112.44367797313808
966656.0,0.2,1024.0,3.783224105834961,0.5261102914810181,0.8784631,0.0004,0.5543582588434219,5.2330286535434425,6.0,0.70941162109375,0.52838134765625,1.0,0.5,-19.02465313,0.1407470703125,1024.0,295.0,0.73779296875,287.58,-0.0038530507270479577,-3.7705521054565905,59.0,0.01196809,0.6267964839935303,2453.0,0.6810302734375,137.3106074455508
983040.0,0.2,1024.0,1.5797759294509888,0.49699775129556656,0.8973752,0.0004,0.46040007844567293,6.48019839739427,6.0,0.8011474609375,0.3668212890625,1.0,0.5,-16.605369529999997,0.15057373046875,1024.0,300.0,0.66796875,291.5,-0.003068472658196697,-3.730708734318614,60.0,0.011811218,0.622378945350647,2444.0,0.934326171875,163.74450210966302
999424.0,0.2,1024.0,1.3342312574386597,0.4321383573114872,0.89633185,0.0004,0.3741055689752102,4.408501030690968,6.0,0.833251953125,0.39099121093749994,1.0,0.5,-16.12127996,0.15672607421875,1024.0,305.0,0.7242431640625,294.53,-0.005409729266830254,-3.6734639454632996,61.0,0.013092087,0.6156400442123413,2417.0,0.9422607421875,177.7136961137958
